year,title,test,budget_2013,domgross_2013,intgross_2013,rated,metascore,imdb_rating,genre
2010,Kick-Ass,Fail,2.9910492,5.1351297,10.4182018,R,66,7.8,Action
2010,Knight and Day,Fail,12.4983125,8.1637519,28.0028482,PG-13,46,6.3,Action
2010,Legion,Pass,2.7774028,4.2908822,7.3552139,R,32,5.1,Action
2010,Let Me In,Fail,2.1364637,1.2962924,3.019934,R,79,7.2,Drama
2010,Letters to Juliet,Fail,3.2046955,5.6650955,8.4535576,PG,50,6.5,Comedy
2010,Machete,Pass,1.3352898,2.8408179,4.7356808,R,60,6.7,Action
2010,Megamind,Fail,13.8870139,15.854254,34.3850165,PG,63,7.3,Animation
2010,Monsters,Fail,0.0534116,0.0253492,0.6024539,R,63,6.4,Drama
2010,Morning Glory,Pass,4.2729274,3.312772,6.413768,PG-13,57,6.5,Comedy
2010,Never Let Me Go,Pass,1.6023478,0.2600773,1.2294827,R,69,7.2,Drama
2010,Paranormal Activity 2,Pass,0.3204696,9.0535754,18.9624005,R,53,5.7,Horror
2010,Please Give,Pass,0.3204696,0.4308792,0.488201,R,78,6.6,Comedy
2010,Predators,Fail,4.2729274,5.5548791,13.5915826,R,51,6.4,Action
2010,Prince of Persia: The Sands of Time,Fail,21.3646368,9.6952376,35.7921415,PG-13,50,6.6,Action
2010,Rabbit Hole,Pass,0.5341159,0.2381151,0.6238038,PG-13,76,7,Drama
2010,Ramona and Beezus,Pass,1.6023478,2.7952425,2.9343924,G,56,6.7,Adventure
2010,Red,Fail,6.409391,9.6546967,20.9843135,PG-13,60,7.1,Action
2010,Remember Me,Pass,1.7091709,2.0369301,6.0361637,PG-13,40,7.2,Drama
2010,Repo Men,Pass,3.4183419,1.4893296,1.9436733,R,32,6.3,Action
2010,Robin Hood,Fail,22.4328687,11.268473,34.4460978,PG-13,53,6.7,Action
2010,Salt,Pass,13.8870139,12.6383971,31.5890541,PG-13,65,6.4,Action
2010,Scott Pilgrim vs. the World,Pass,9.0799707,3.3768214,5.1371013,PG-13,69,7.5,Action
2010,Secretariat,Pass,3.7388114,6.3772921,6.449583,PG,61,7.2,Drama
2010,Shrek Forever After,Fail,17.6258254,25.5026238,80.784464,PG,58,6.4,Animation
2010,Shutter Island,Fail,8.5458547,13.6747492,31.7084404,R,63,8.1,Drama
2010,Skyline,Fail,1.0682318,2.2877632,8.4062765,PG-13,26,4.4,Action
2010,Somewhere,Fail,0.7477623,0.1907483,1.5367204,R,67,6.4,Drama
2010,Submarine,Fail,0.2029641,0.0499507,0.4894571,R,76,7.3,Comedy
2010,Super,Fail,0.267058,0.0350077,0.0553731,R,50,6.8,Comedy
2010,Takers,Fail,3.4183419,6.1684749,7.5403567,PG-13,45,6.2,Action
2010,Tangled,Pass,27.7740279,21.4524387,62.6605502,PG,71,7.9,Animation
2010,The A-Team,Fail,11.7505503,8.2491105,18.9334662,PG-13,47,6.8,Action
2010,The Back-up Plan,Pass,3.7388114,4.0048019,8.0417752,PG-13,34,5.1,Comedy
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,Pass,16.5575935,11.1509464,44.6720616,PG,53,6.4,Adventure
2010,The Conspirator,Fail,2.6705796,1.2325477,1.6992803,PG-13,55,7,Crime
2010,The Crazies,Pass,2.0296405,4.1793064,5.8705899,R,55,6.6,Horror
2010,The Debt,Pass,2.1364637,3.330485,4.9783934,R,65,6.9,Drama
2010,The Expendables,Fail,8.7595011,11.0101079,28.6572606,R,45,6.5,Action
2010,The Fighter,Fail,1.175055,10.000467,13.8082199,R,79,7.9,Biography
2010,The Illusionist,Fail,1.7625825,4.2588953,8.9509349,PG,82,7.5,Animation
2010,The Karate Kid,Fail,4.2729274,18.8640789,38.35931,PG,61,6.3,Action
2010,The Kids Are All Right,Pass,0.4272927,2.2231363,3.8750611,R,86,7.1,Comedy
2010,The Last Airbender,Fail,16.0234776,14.0763246,34.1528548,PG,20,4.4,Action
2010,The Last Exorcism,Pass,0.1922817,4.3834199,7.4953449,PG-13,63,5.6,Drama
2010,The Losers,Fail,2.6705796,2.5201119,2.8536765,PG-13,44,6.4,Action
2010,The Next Three Days,Pass,3.2046955,2.2591662,7.1844911,PG-13,52,7.4,Crime
2010,The Other Guys,Fail,10.6823184,12.7354577,18.259978,PG-13,64,6.6,Action
2010,The Runaways,Pass,1.0148202,0.3817511,0.5638803,R,65,6.6,Biography
2010,The Social Network,Fail,4.2729274,10.3578637,24.0268986,PG-13,95,7.8,Biography
2010,The Spy Next Door,Pass,2.9910492,2.5965625,5.4462053,PG,27,5.4,Action
2010,The Switch,Fail,2.0296405,2.9652476,5.32604,PG-13,52,6,Comedy
2010,The Tempest,Pass,2.1364637,0.0296908,0.0296908,PG-13,43,5.4,Comedy
2010,The Tourist,Fail,10.6823184,7.2245755,29.7749724,PG-13,37,6,Action
2010,The Town,Fail,3.9524578,9.84763,16.29768,R,74,7.6,Crime
2010,The Twilight Saga: Eclipse,Pass,7.2639765,32.1037586,74.7325041,PG-13,58,4.9,Adventure
2010,The Wolfman,Fail,16.0234776,6.6433214,15.2366563,R,43,5.8,Drama
2010,Toy Story 3,Fail,21.3646368,44.3321427,113.6341723,G,92,8.5,Animation
2010,True Grit,Pass,3.7388114,18.2927231,26.9490247,PG-13,80,7.7,Adventure
2010,Unstoppable,Fail,10.1482025,8.7128132,18.1077698,PG-13,69,6.8,Action
2010,Wall Street: Money Never Sleeps,Fail,7.4776229,5.6055056,14.6808831,PG-13,59,6.3,Drama
2010,Welcome to the Rileys,Pass,1.0682318,0.0163287,0.0334204,R,50,7,Drama
2010,Yogi Bear,Fail,8.5458547,10.7085981,21.6086548,PG,35,4.5,Animation
2010,You Again,Pass,2.1364637,2.7455751,3.5079607,PG,28,5.8,Comedy
2010,You Will Meet a Tall Dark Stranger,Pass,1.6023478,0.346942,3.6584608,R,51,6.3,Comedy
2009,(500) Days of Summer,Fail,0.8142987,3.5168338,6.6015966,PG-13,76,7.8,Comedy
2009,17 Again,Pass,4.3429264,6.9668214,15.1432312,PG-13,48,6.4,Comedy
2009,2012,Fail,21.7146319,18.0353228,85.6000062,PG-13,49,5.8,Action
2009,9,Fail,3.2571948,3.4471863,5.2723125,PG-13,60,7.1,Animation
2009,A Perfect Getaway,Fail,1.5200242,1.6845625,2.4771466,R,63,6.5,Adventure
2009,A Serious Man,Fail,0.7600121,1.0019987,3.296343,R,79,7,Comedy
2009,A Single Man,Fail,0.7600121,0.9962673,3.055507,R,77,7.6,Drama
2009,Adam,Fail,0.3474341,0.2472641,0.307109,PG-13,56,7.3,Drama
2009,Adventureland,Fail,1.064017,1.7419505,1.861381,R,76,6.8,Comedy
2009,Agora,Fail,7.6001212,0.0672527,4.2335163,R,55,7.2,Adventure
2009,All About Steve,Pass,1.6285974,3.6766024,4.3567433,PG-13,17,4.8,Comedy
2009,An Education,Pass,0.8142987,1.3652981,3.2194912,PG-13,85,7.3,Drama
2009,Armored,Fail,2.1714632,1.7359628,2.5689537,PG-13,50,5.7,Action
2009,Astro Boy,Fail,7.0572554,2.1227211,4.7873178,PG,53,6.4,Animation
2009,Avatar,Fail,46.1435929,82.5707158,302.2588801,PG-13,83,8,Action
2009,Away We Go,Pass,2.2800364,1.0262276,1.0974592,R,58,7.1,Comedy
2009,Bride Wars,Pass,3.2571948,6.3749284,12.5022454,PG,24,5.3,Comedy
2009,Bright Star,Pass,0.9228719,0.4825683,1.8740466,PG,81,7,Biography
2009,Brothers,Pass,2.8229022,3.0991293,4.8905553,R,58,7.2,Drama
2009,Capitalism: A Love Story,Fail,2.1714632,1.5594794,2.076085,R,61,7.4,Documentary
2009,Case 39,Pass,2.9314753,1.4398811,3.181498,R,25,6.2,Horror
2009,Chloe,Fail,1.4114511,0.3338902,1.050464,R,48,6.3,Drama
2009,Cloudy with a Chance of Meatballs,Fail,10.857316,13.5575603,25.7131292,PG,66,7,Animation
2009,Coraline,Pass,6.5143896,8.1740638,13.6842415,PG,80,7.7,Animation
2009,Daybreakers,Fail,2.1714632,3.2682233,5.5808316,R,57,6.5,Action
2009,District 9,Fail,3.2571948,12.5560771,23.3645777,R,81,8,Action
2009,Drag Me to Hell,Pass,3.2571948,4.5709979,9.9223368,PG-13,83,6.7,Horror
2009,Fantastic Mr. Fox,Fail,4.3429264,2.2803533,5.0485349,PG,83,7.8,Animation
2009,Fired Up!,Fail,2.1714632,1.8708557,2.0203912,PG-13,31,6.2,Comedy
2009,Friday the 13th,Fail,1.8457437,7.0574746,9.9562425,R,34,5.6,Horror
2009,Funny People,Fail,7.8715541,5.6300661,7.8042718,R,60,6.4,Comedy
2009,G-Force,Fail,16.2859739,12.9676275,31.2028062,PG,41,5.1,Action
2009,G.I. Joe: The Rise of Cobra,Fail,19.0003029,16.307851200000002,32.8400169,PG-13,32,5.8,Action
2009,Gamer,Fail,5.428658,2.2295397,3.8068663,R,27,5.8,Action
2009,Get Low,Fail,0.7600121,0.9963686,1.0528267,PG-13,77,7.1,Drama
2009,Harry Brown,Fail,0.7925841,0.1974599,0.6833747,R,55,7.3,Action
2009,Harry Potter and the Half-Blood Prince,Pass,27.1432899,32.7846641,101.4525504,PG,78,7.4,Adventure
2009,I Love You Phillip Morris,Fail,1.4114511,0.2212134,1.6443063,R,65,6.7,Biography
2009,"I Love You, Man",Fail,4.3429264,7.7564677,9.959362,R,70,7.1,Comedy
2009,Ice Age: Dawn of the Dinosaurs,Fail,9.7715844,21.3426283,96.3009937,PG,50,7.1,Animation
2009,Inglourious Basterds,Fail,7.6001212,13.1190089,34.4146212,R,69,8.3,Adventure
2009,Invictus,Fail,5.3200848,4.0705558,13.5164207,PG-13,74,7.4,Biography
2009,Knowing,Fail,5.428658,8.681253,20.3964063,PG-13,41,6.2,Action
2009,Law Abiding Citizen,Fail,5.7543775,7.9646802,14.2404318,R,34,7.4,Crime
2009,Life During Wartime,Pass,0.4885792,0.0305576,0.0305576,R,69,6.5,Comedy
2009,Monsters vs Aliens,Fail,19.0003029,21.5356519,41.4410048,PG,56,6.6,Animation
2009,Moon,Fail,0.5428658,0.5439692,1.159135,R,67,8,Drama
2009,Mother and Child,Pass,0.7600121,0.1205715,0.5440068,R,64,7.3,Drama
2009,Nine,Fail,8.6858528,2.1363903,5.8096258,PG-13,49,5.9,Drama
2009,Ninja Assassin,Fail,5.428658,4.1391219,6.6905911,R,34,6.4,Action
2009,Nowhere Boy,Fail,0.206289,0.156928,0.8452669,R,67,7.2,Biography
2009,Ondine,Pass,1.3028779,0.0597665,0.0597665,PG-13,65,6.8,Drama
2009,Pandorum,Fail,4.3429264,1.1216534,1.8493734,R,28,6.8,Action
2009,Planet 51,Fail,6.5143896,4.5811424,11.8340524,PG,39,6.1,Animation
2009,Public Enemies,Fail,11.1287489,10.5429554,22.8416195,R,70,7,Biography
2009,Push,Pass,4.1257801,3.453878,4.8218998,PG-13,36,6.1,Action
2009,Sherlock Holmes,Fail,9.7715844,22.6949041,54.1170116,PG-13,57,7.6,Action
2009,Splice,Pass,3.2571948,1.8468479,2.4386618,R,66,5.8,Horror
2009,Star Trek,Pass,15.2002424,27.9825625,41.8745446,PG-13,83,8.1,Action
2009,State of Play,Pass,6.5143896,4.0191563,9.9285148,PG-13,64,7.2,Drama
2009,Surrogates,Fail,8.6858528,4.1885106,12.9927709,PG-13,45,6.3,Action
2009,Terminator Salvation,Fail,21.7146319,13.6066564,40.3488847,PG-13,52,6.7,Action
2009,The Blind Side,Fail,3.8000606,27.7903289,33.1914441,PG-13,53,7.7,Biography
2009,The Boondock Saints II: All Saints Day,Fail,0.8685853,1.1153924,1.1153924,R,24,6.4,Action
2009,The Box,Pass,2.714329,1.6342407,2.8600229,PG-13,47,5.6,Drama
2009,The City of Your Final Destination,Pass,0.9011572,0.0535587,0.1469316,PG-13,52,6.4,Drama
2009,The Final Destination,Pass,4.3429264,7.2176939,20.344941,R,30,5.1,Horror
2009,The Fourth Kind,Pass,1.0857316,2.8465896,5.3729463,PG-13,34,5.9,Mystery
2009,The Girl with the Dragon Tattoo,Fail,9.7715844,11.1304636,25.3160295,R,76,7.8,Crime
2009,The Girlfriend Experience,Fail,0.1411451,0.0755495,0.1092072,R,66,5.6,Drama
2009,The Good Guy,Pass,1.0857316,0.010932,0.010932,R,47,5.9,Comedy
2009,The Hangover,Fail,3.8000606,30.109780399999998,50.980904,R,73,7.8,Comedy
2009,The Imaginarium of Doctor Parnassus,Fail,3.2571948,0.8348849,6.9869659,PG-13,65,6.9,Adventure
2009,The Informant!,Fail,2.3886095,3.6173125,4.5352277,R,66,6.5,Comedy
2009,The Invention of Lying,Fail,2.0086035,2.0033106,3.5480909,PG-13,58,6.4,Comedy
2009,The Last Station,Pass,1.9543169,0.7185227,1.7041802,R,76,7.1,Biography
2009,The Lovely Bones,Pass,10.3144502,4.7896216,10.3029901,PG-13,42,6.7,Drama
2009,The Men Who Stare at Goats,Fail,2.6057558,3.5208316,7.3122088,R,54,6.3,Comedy
2009,The Messenger,Fail,0.7057255,0.1204793,0.1530512,R,77,7.2,Drama
2009,The Princess and the Frog,Pass,11.4001818,11.3351355,29.4230416,G,73,7.2,Animation
2009,The Proposal,Fail,4.3429264,17.8014415,34.1690283,PG-13,48,6.7,Comedy
2009,The Road,Fail,2.714329,0.8809919,2.9981685,R,64,7.3,Adventure
2009,The Soloist,Fail,6.5143896,3.4439578,4.1750888,PG-13,61,6.7,Biography
2009,The Ugly Truth,Fail,4.1257801,9.6538057,22.2824741,R,28,6.5,Comedy
2009,The Unborn,Pass,1.7371706,4.6328612,8.4913778,PG-13,30,4.7,Horror
2009,The Young Victoria,Pass,3.8000606,1.1944429,3.4611919,PG,64,7.3,Biography
2009,Transformers: Revenge of the Fallen,Pass,22.8003635,43.6585563,90.8235868,PG-13,35,6,Action
2009,Up,Fail,19.0003029,31.8123879,79.4258938,PG,88,8.3,Animation
2009,Up in the Air,Fail,3.2571948,9.1009693,18.1146433,R,83,7.5,Drama
2009,Watchmen,Fail,14.983096,11.6726786,19.9848831,R,56,7.6,Action
2009,Whatever Works,Fail,1.6285974,0.5761658,3.811646,PG-13,45,7.2,Comedy
2009,Where the Wild Things Are,Fail,10.857316,8.3854815,10.7621685,PG,71,6.8,Adventure
2009,Whip It,Pass,1.6285974,1.4161591,2.0472719,PG-13,68,6.9,Drama
2009,X-Men Origins: Wolverine,Fail,16.2859739,19.5304827,40.6960171,PG-13,40,6.8,Action
2009,Youth in Revolt,Fail,1.9543169,1.6596046,2.1373265,R,63,6.5,Comedy
2009,Zombieland,Pass,2.5623266,8.2070762,11.1001503,R,73,7.8,Comedy
2008,21,Pass,3.7878971,8.7835235,17.0836899,PG-13,48,6.8,Crime
2008,Appaloosa,Fail,2.1645126,2.1873909,3.0016892,R,64,6.8,Crime
2008,Australia,Fail,14.069332,5.3630131,23.2772564,PG-13,53,6.6,Adventure
2008,Baby Mama,Pass,3.2467689,6.5470243,6.968809,PG-13,55,6.1,Comedy
2008,Be Kind Rewind,Fail,2.1645126,1.2094392,3.3435494,PG-13,52,6.4,Comedy
2008,Bedtime Stories,Pass,8.6580505,11.9158557,23.6319281,PG,33,6.1,Comedy
2008,Blindness,Pass,2.7056408,0.3326198,2.170244,R,45,6.6,Drama
2008,Bolt,Pass,16.2338447,12.34354,33.9778437,PG,67,7,Animation
2008,Burn After Reading,Fail,4.0043484,6.5319955,17.6857711,R,63,7,Comedy
2008,Changeling,Pass,5.9524097,3.8679626,12.3166807,R,63,7.8,Drama
2008,City of Ember,Pass,4.112574,0.8519189,1.2789087,PG,58,6.5,Adventure
2008,Cloverfield,Pass,2.7056408,8.6632922,18.4810452,PG-13,64,7.1,Action
2008,Death Race,Fail,7.034666,3.9303255,7.8481785,R,43,6.4,Action
2008,Defiance,Pass,5.4112816,3.100103,4.5745616,R,58,7.2,Action
2008,"Definitely, Maybe",Pass,0.7575794,3.4893728,6.0458935,PG-13,59,7.2,Comedy
2008,Doomsday,Pass,3.5714458,1.1914311,2.3399667,R,51,6,Action
2008,Doubt,Pass,2.1645126,3.6197653,5.5137666,PG-13,68,7.5,Drama
2008,Eagle Eye,Fail,8.6580505,10.9784884,19.2713668,PG-13,43,6.6,Action
2008,Easy Virtue,Pass,1.5151588,0.2875321,1.3697884,PG-13,58,6.7,Comedy
2008,Fireproof,Fail,0.0541128,3.620831,3.6226687,PG,28,6.5,Drama
2008,Forgetting Sarah Marshall,Pass,3.2467689,6.8368797,11.3824188,R,67,7.3,Comedy
2008,Four Christmases,Pass,8.6580505,13.002881,17.6998734,PG-13,41,5.6,Comedy
2008,Frost/Nixon,Fail,3.1385433,2.0153811,3.0459656,R,80,7.8,Drama
2008,Frozen River,Pass,0.1082256,0.2718061,0.6526145,R,82,7.2,Crime
2008,Ghost Town,Fail,2.1645126,1.4342754,2.8801384,PG-13,72,6.8,Comedy
2008,Gran Torino,Fail,2.7056408,16.027707500000002,29.7125986,R,72,8.2,Drama
2008,Hamlet 2,Pass,0.9740307,0.5288138,0.53012,R,54,6.4,Comedy
2008,Hancock,Fail,16.2338447,24.6696294,67.5702695,PG-13,49,6.5,Action
2008,High School Musical 3: Senior Year,Pass,1.1904819,9.80085,29.6963426,G,57,4.2,Comedy
2008,Igor,Fail,3.2467689,2.1134953,3.3564393,PG,40,6.1,Animation
2008,In Bruges,Fail,1.6233845,0.8442492,3.7374405,R,67,8,Comedy
2008,Indiana Jones and the Kingdom of the Crystal Skull,Fail,20.0217418,34.3101064,85.1257517,PG-13,65,6.3,Action
2008,Iron Man,Fail,20.1299674,34.4811326,63.0352749,PG-13,79,7.9,Action
2008,Journey to the Center of the Earth,Fail,4.8701534,11.0070196,26.0720275,PG,57,5.8,Action
2008,Jumper,Fail,8.9286146,8.7844867,24.1465674,PG-13,35,6,Action
2008,Kung Fu Panda,Fail,14.069332,23.3155446,68.388916,PG,73,7.6,Animation
2008,Made of Honor,Fail,4.3290252,4.9797572,11.5313044,PG-13,37,5.8,Comedy
2008,Max Payne,Pass,3.7878971,4.4034081,9.2816237,PG-13,31,5.4,Action
2008,Meet Dave,Fail,6.4935379,1.2774146,5.481499,PG,43,4.9,Adventure
2008,Milk,Fail,2.1645126,3.4460447,6.2006112,R,84,7.7,Biography
2008,Miracle at St. Anna,Fail,4.8701534,0.8568101,0.9859851,R,37,6,Action
2008,Pineapple Express,Fail,2.8138664,9.452576,10.9902346,R,64,7,Action
2008,Prom Night,Pass,1.9480614,4.7477881,6.1807319,PG-13,17,3.8,Horror
2008,Quantum of Solace,Fail,24.8918952,18.3300049,64.0362486,PG-13,58,6.7,Action
2008,Quarantine,Pass,1.2987076,3.4298662,4.4688323,R,53,6.1,Horror
2008,Rachel Getting Married,Pass,1.2987076,1.3849484,1.4423083,R,82,6.7,Drama
2008,Revolutionary Road,Pass,4.8701534,2.4796094,8.610968,R,69,7.4,Drama
2008,RocknRolla,Fail,1.9480614,0.6169538,3.0080599,R,53,7.3,Action
2008,Seven Pounds,Pass,5.8441841,7.5705803,18.0322655,PG-13,36,7.6,Drama
2008,Sex and the City,Pass,6.2229738,16.5203458,44.9403966,R,53,5.4,Comedy
2008,Slumdog Millionaire,Fail,1.5151588,15.2944384,41.6148834,R,86,8.1,Drama
2008,Speed Racer,Pass,12.9870757,4.7560583,10.1076746,PG,37,6.1,Action
2008,Step Brothers,Fail,7.034666,10.8732985,13.9036162,R,51,6.8,Comedy
2008,Sunshine Cleaning,Pass,0.5411282,1.305478,1.7816707,R,61,6.9,Comedy
2008,"Synecdoche, New York",Fail,2.1645126,0.3337178,0.4744112,R,67,7.4,Drama
2008,Taken,Pass,2.7056408,15.6928235,24.5608963,PG-13,50,7.9,Action
2008,The Bank Job,Pass,2.1645126,3.2533339,7.1583685,R,69,7.3,Crime
2008,The Brothers Bloom,Fail,2.1645126,0.3822265,0.5986778,PG-13,55,6.9,Adventure
2008,The Chronicles of Narnia: Prince Caspian,Pass,24.350767,15.3270751,45.3996009,PG,62,6.6,Action
2008,The Curious Case of Benjamin Button,Fail,17.316101,13.7997773,35.6938225,PG-13,70,7.8,Drama
2008,The Dark Knight,Fail,20.0217418,57.721638,108.5385502,PG-13,82,9,Action
2008,The Day the Earth Stood Still,Pass,8.6580505,8.5895413,25.2238208,PG-13,40,5.5,Drama
2008,The Eye,Pass,1.2987076,3.4003083,6.1600619,PG-13,36,5.3,Drama
2008,The Forbidden Kingdom,Fail,5.9524097,5.635879,13.9692526,PG-13,57,6.6,Action
2008,The House Bunny,Pass,2.7056408,5.2205219,7.6014858,PG-13,55,5.5,Comedy
2008,The Hurt Locker,Fail,1.6233845,1.8417633,5.3998338,R,94,7.6,Drama
2008,The Incredible Hulk,Fail,14.8810243,14.5895632,28.5085699,PG-13,61,6.9,Action
2008,The Lucky Ones,Pass,1.5151588,0.0288927,0.0288927,R,53,7.1,Comedy
2008,The Other Boleyn Girl,Pass,4.3290252,2.9020656,8.4107503,PG-13,50,6.8,Biography
2008,The Reader,Fail,3.517333,3.7007113,12.231584,R,58,7.6,Drama
2008,The Secret Life of Bees,Pass,1.1904819,4.0876996,4.3272961,PG-13,57,7.3,Drama
2008,The Sisterhood of the Traveling Pants 2,Pass,2.922092,4.7716642,4.7911629,PG-13,63,6.2,Comedy
2008,The Strangers,Fail,0.9740307,5.6924095,8.9883201,R,47,6.2,Horror
2008,The Women,Pass,1.7316101,2.911494,5.4225162,PG-13,27,4.9,Comedy
2008,The Wrestler,Fail,0.6493538,2.8396504,5.0470238,R,81,8,Drama
2008,Transsiberian,Pass,1.6233845,0.2384904,0.6904335,R,72,6.7,Crime
2008,Tropic Thunder,Fail,9.7403068,11.9547447,20.3641087,R,71,7,Action
2008,Twilight,Pass,4.0043484,20.8626391,43.0655689,PG-13,56,5.2,Drama
2008,Valkyrie,Fail,9.7403068,8.9911432,22.0674342,PG-13,56,7.1,Drama
2008,Vicky Cristina Barcelona,Pass,1.7316101,2.512643,11.3100998,PG-13,70,7.2,Drama
2008,Waltz with Bashir,Fail,0.2164513,0.247171,1.204082,R,91,8,Documentary
2008,Wanted,Fail,8.1169223,14.5572728,37.0582375,R,64,6.7,Action
2008,"Welcome Home, Roscoe Jenkins",Fail,2.9762049,4.5927188,4.719463,PG-13,46,5.2,Comedy
2008,Wendy and Lucy,Pass,0.0324677,0.0936904,0.1532525,R,80,7.1,Drama
2008,Yes Man,Fail,5.4112816,10.5726675,24.458016,PG-13,46,6.9,Comedy
2007,1408,Pass,2.5279728,8.0878983,14.7480104,PG-13,64,6.8,Horror
2007,28 Weeks Later,Pass,1.6853152,3.2177067,7.2168247,R,78,7,Horror
2007,3:10 to Yuma,Fail,5.3930087,6.0229701,7.996464,R,76,7.8,Adventure
2007,30 Days of Night,Fail,3.3706305,4.4457488,9.0193752,R,53,6.6,Horror
2007,88 Minutes,Fail,3.3706305,1.9022584,3.7026824,R,17,5.9,Drama
2007,Across the Universe,Pass,5.0559457,2.7351175,3.2995262,PG-13,56,7.5,Drama
2007,Atonement,Pass,3.3706305,5.7278425,14.6285687,R,85,7.8,Drama
2007,Becoming Jane,Pass,1.8538467,2.0969716,4.4228231,PG,55,7.1,Biography
2007,Beowulf,Pass,16.8531522,9.2349898,21.9085603,PG-13,59,6.3,Animation
2007,Blades of Glory,Pass,6.8536152,13.3246132,16.3581806,PG-13,64,6.4,Comedy
2007,Bridge to Terabithia,Pass,2.8088587,9.2393631,15.5031909,PG,74,7.2,Adventure
2007,Brooklyn Rules,Pass,0.8988348,0.0514844,0.0514844,R,53,6.4,Crime
2007,Charlie Bartlett,Fail,1.3482522,0.4438327,0.5950184,R,54,7.1,Comedy
2007,Death at a Funeral,Pass,2.3594413,4.8019515,5.5028051,R,67,7.4,Comedy
2007,Diary of the Dead,Pass,0.3089745,0.107031,0.6060896,R,66,5.8,Horror
2007,Disturbia,Pass,2.247087,9.0119077,13.2098426,PG-13,62,6.9,Drama
2007,Eastern Promises,Pass,5.6177174,1.9303898,6.2207616,R,82,7.7,Crime
2007,Enchanted,Pass,9.5501196,14.3484229,38.2436383,PG,75,7.2,Comedy
2007,Gone Baby Gone,Pass,2.1347326,2.2808178,3.8896737,R,72,7.7,Crime
2007,Hairspray,Pass,8.4265761,13.3557691,22.7935344,PG,81,6.9,Comedy
2007,Halloween,Pass,1.6853152,6.5467925,8.70908,R,47,6.1,Horror
2007,Hannibal Rising,Fail,5.6177174,3.1088139,9.0538854,R,35,6.2,Crime
2007,Harry Potter and the Order of the Phoenix,Pass,16.8531522,32.808002,105.9438513,PG-13,71,7.4,Adventure
2007,Hitman,Fail,1.9662011,4.459085,11.2315914,R,35,6.3,Action
2007,Hostel: Part II,Pass,0.8426576,1.9712359,3.7758262,R,46,5.4,Horror
2007,Hot Fuzz,Fail,1.7976696,2.6536733,9.1841386,R,81,7.9,Action
2007,Hot Rod,Fail,2.8088587,1.5660322,1.6105323,PG-13,43,6.7,Comedy
2007,I Am Legend,Pass,16.8531522,28.8068696,65.7733649,PG-13,65,7.2,Drama
2007,Into the Wild,Fail,2.247087,2.0621917,6.3362472,R,73,8.2,Adventure
2007,Juno,Pass,0.7864804,16.122317,26.0044254,PG-13,81,7.6,Comedy
2007,Knocked Up,Pass,3.0897446,16.7140312,24.6229599,R,85,7.1,Comedy
2007,Live Free or Die Hard,Fail,12.3589783,15.1149634,43.0914277,PG-13,69,7.3,Action
2007,Michael Clayton,Fail,2.4156185,5.5091699,10.4475669,R,82,7.3,Crime
2007,Music and Lyrics,Fail,4.4941739,5.6820503,16.2937935,PG-13,59,6.6,Comedy
2007,No Country for Old Men,Fail,2.8088587,8.3449513,18.4318713,R,91,8.2,Crime
2007,No Reservations,Pass,3.1459218,4.8433689,10.2990511,PG,50,6.3,Comedy
2007,Paranormal Activity,Fail,0.0505595,12.1251476,21.8173082,R,68,6.4,Horror
2007,Persepolis,Pass,0.8201867,0.4992356,2.5552185,PG-13,90,8,Animation
2007,Premonition,Pass,2.247087,5.3764481,9.1525361,PG-13,29,5.8,Drama
2007,Ratatouille,Fail,16.8531522,23.1950669,70.3955827,G,96,8,Animation
2007,Resident Evil: Extinction,Pass,5.0559457,5.6905993,16.4220396,R,41,6.3,Action
2007,Shooter,Fail,6.7412609,5.2810568,10.7527136,R,53,7.2,Action
2007,Shrek the Third,Pass,17.9766957,36.258989,90.7071412,PG,58,6,Animation
2007,Stardust,Pass,7.8648044,4.3408033,15.2303819,PG-13,66,7.8,Adventure
2007,Sunshine,Fail,4.4941739,0.4144258,3.5987783,R,64,7.3,Adventure
2007,Superbad,Fail,1.9662011,13.6469216,19.0848721,R,76,7.7,Comedy
2007,Sydney White,Pass,1.8538467,1.3361645,1.532102,PG-13,45,6.3,Comedy
2007,Teeth,Fail,0.2247087,0.0390519,0.2641047,R,57,5.5,Comedy
2007,The Bucket List,Fail,5.0559457,10.5013679,19.5845194,PG-13,42,7.4,Adventure
2007,The Golden Compass,Pass,23.0326414,7.8769081,41.8222056,PG-13,51,6.1,Adventure
2007,The Kite Runner,Fail,2.247087,1.7752075,8.3345293,PG-13,61,7.6,Drama
2007,The Messengers,Pass,1.7976696,3.9745163,6.0418363,PG-13,34,5.4,Drama
2007,The Mist,Pass,1.4606065,2.8755697,6.1544892,R,58,7.2,Horror
2007,The Savages,Pass,1.0111891,0.7441321,1.1956776,R,85,7.2,Comedy
2007,The Signal,Fail,0.0056177,0.0282178,0.0456495,R,63,6.1,Horror
2007,The Simpsons Movie,Pass,8.1456903,20.5760152,59.2187212,PG-13,80,7.4,Animation
2007,The Visitor,Fail,0.4494174,1.0591674,2.1543741,PG-13,79,7.7,Crime
2007,There Will Be Blood,Fail,2.8088587,4.5191743,8.6747344,R,92,8.1,Drama
2007,TMNT,Fail,3.9324022,6.0838866,10.7968055,PG,41,6.4,Animation
