date,bikes_hired,year,wday,month,week,cloud_cover,humidity,pressure,radiation,precipitation,snow_depth,sunshine,mean_temp,min_temp,max_temp
2013-03-10T00:00:00Z,10163,2013,Sun,Mar,10,8,79,10062,40,0,0,0,3.4,2.5,0.9
2013-03-11T00:00:00Z,16546,2013,Mon,Mar,11,7,63,10076,41,0,0,0,0.2,-0.5,5
2013-03-12T00:00:00Z,18794,2013,Tue,Mar,11,6,58,10092,132,0,0,64,1.4,-2.3,7.6
2013-03-13T00:00:00Z,20245,2013,Wed,Mar,11,4,69,10109,129,0,0,60,3.8,-0.1,7.8
2013-03-14T00:00:00Z,21984,2013,Thu,Mar,11,3,66,10157,131,12,0,60,2.2,-3.4,9.4
2013-03-15T00:00:00Z,17159,2013,Fri,Mar,11,8,82,10074,54,66,0,3,5.6,1.8,9.4
2013-03-16T00:00:00Z,9190,2013,Sat,Mar,11,7,86,9957,72,76,0,12,7.9,6.3,7.5
2013-03-17T00:00:00Z,7940,2013,Sun,Mar,11,7,91,9903,49,66,0,1,5.3,3.1,8.1
2013-03-18T00:00:00Z,15852,2013,Mon,Mar,12,6,93,9911,45,18,0,0,3.4,-1.3,8.6
2013-03-19T00:00:00Z,22479,2013,Tue,Mar,12,6,84,9976,80,2,0,15,5.7,2.8,7
2013-03-20T00:00:00Z,22216,2013,Wed,Mar,12,7,85,10069,57,0,0,3,4.3,1.6,7.1
2013-03-21T00:00:00Z,22061,2013,Thu,Mar,12,7,77,10158,78,60,0,13,3.6,0,5.6
2013-03-22T00:00:00Z,16233,2013,Fri,Mar,12,8,83,10096,53,74,0,1,4,2.4,1.8
2013-03-23T00:00:00Z,5249,2013,Sat,Mar,12,8,92,10099,48,16,0,0,1.3,0.8,1.4
2013-03-24T00:00:00Z,6786,2013,Sun,Mar,12,8,77,10130,49,0,0,0,0.7,0,1.5
2013-03-25T00:00:00Z,17290,2013,Mon,Mar,13,8,62,10146,49,0,0,0,0.6,-0.4,2.4
2013-03-26T00:00:00Z,18384,2013,Tue,Mar,13,8,61,10136,50,0,0,0,1.5,0.5,4.8
2013-03-27T00:00:00Z,19184,2013,Wed,Mar,13,8,62,10118,116,0,0,33,2.1,-0.7,5.2
2013-03-28T00:00:00Z,18052,2013,Thu,Mar,13,6,64,10125,120,0,0,35,1.9,-1.5,7.4
2013-03-29T00:00:00Z,10909,2013,Fri,Mar,13,6,60,10110,128,0,0,40,2.7,-2,5.8
2013-03-30T00:00:00Z,9793,2013,Sat,Mar,13,8,66,10116,90,0,0,15,3.5,1.1,5.9
2013-03-31T00:00:00Z,9007,2013,Sun,Mar,13,4,65,10146,132,0,0,41,1.8,-2.3,6.9
2013-04-01T00:00:00Z,9421,2013,Mon,Apr,14,5,63,10116,129,0,0,38,3.8,0.7,8.6
2013-04-02T00:00:00Z,19148,2013,Tue,Apr,14,0,54,10151,229,0,0,122,4.1,-0.4,6
2013-04-03T00:00:00Z,17801,2013,Wed,Apr,14,5,62,10176,110,0,0,24,2.8,-0.4,3.7
2013-04-04T00:00:00Z,15626,2013,Thu,Apr,14,7,71,10145,56,4,0,0,2.2,0.6,8.5
2013-04-05T00:00:00Z,18059,2013,Fri,Apr,14,7,60,10158,90,0,0,12,5,1.5,10.7
2013-04-06T00:00:00Z,18216,2013,Sat,Apr,14,1,60,10237,212,0,0,99,5.4,0.1,10.4
2013-04-07T00:00:00Z,18090,2013,Sun,Apr,14,1,60,10197,187,0,0,76,4.6,-1.2,11.2
2013-04-08T00:00:00Z,21797,2013,Mon,Apr,15,5,60,10053,143,24,0,42,7.7,4.1,9.7
2013-04-09T00:00:00Z,17555,2013,Tue,Apr,15,7,83,9975,59,2,0,0,6.7,3.6,11.1
2013-04-10T00:00:00Z,22233,2013,Wed,Apr,15,5,81,10034,128,104,0,31,7,2.8,13.4
2013-04-11T00:00:00Z,19240,2013,Thu,Apr,15,7,87,9971,99,56,0,14,9.2,4.9,13.2
2013-04-12T00:00:00Z,15100,2013,Fri,Apr,15,6,88,9979,98,34,0,13,9.7,6.1,15.1
2013-04-13T00:00:00Z,11291,2013,Sat,Apr,15,7,88,10112,99,44,0,13,9.7,4.2,19.9
2013-04-14T00:00:00Z,25074,2013,Sun,Apr,15,5,73,10132,193,0,0,73,14.8,9.7,15.7
2013-04-15T00:00:00Z,24923,2013,Mon,Apr,16,5,74,10169,135,0,0,32,13.2,10.6,17.1
2013-04-16T00:00:00Z,26060,2013,Tue,Apr,16,5,70,10155,163,0,0,49,13.2,9.3,18.8
2013-04-17T00:00:00Z,25730,2013,Wed,Apr,16,5,77,10140,131,0,0,28,13.8,8.7,15.4
2013-04-18T00:00:00Z,23979,2013,Thu,Apr,16,3,63,10136,185,16,0,63,12.2,8.9,13.6
2013-04-19T00:00:00Z,24297,2013,Fri,Apr,16,5,67,10263,134,0,0,29,10.1,6.6,14
2013-04-20T00:00:00Z,26724,2013,Sat,Apr,16,0,64,10325,272,0,0,131,8.4,2.8,14.8
2013-04-21T00:00:00Z,22466,2013,Sun,Apr,16,2,65,10215,210,0,0,79,8.1,1.4,15.5
2013-04-22T00:00:00Z,25384,2013,Mon,Apr,17,6,76,10161,149,0,0,36,11,6.5,20.7
2013-04-23T00:00:00Z,31359,2013,Tue,Apr,17,2,69,10198,273,0,0,128,15,9.2,20.3
2013-04-24T00:00:00Z,30193,2013,Wed,Apr,17,4,75,10238,193,2,0,64,14.4,8.5,22.8
2013-04-25T00:00:00Z,32000,2013,Thu,Apr,17,4,73,10207,248,28,0,105,16.4,9.9,13.4
2013-04-26T00:00:00Z,23125,2013,Fri,Apr,17,5,65,10154,164,0,0,43,10,6.6,11.4
2013-04-27T00:00:00Z,17337,2013,Sat,Apr,17,4,72,10156,188,26,0,58,7.2,2.9,12.1
2013-04-28T00:00:00Z,19139,2013,Sun,Apr,17,4,66,10168,175,0,0,49,6.3,0.5,14.8
2013-04-29T00:00:00Z,27644,2013,Mon,Apr,18,4,58,10170,216,0,0,76,11.2,7.5,14.7
2013-04-30T00:00:00Z,29219,2013,Tue,Apr,18,2,61,10248,250,0,0,101,9.5,4.2,16.5
2013-05-01T00:00:00Z,31175,2013,Wed,May,18,2,60,10243,253,0,0,102,10.2,3.8,17.6
2013-05-02T00:00:00Z,31239,2013,Thu,May,18,0,40,10228,294,0,0,135,11.3,5,19.4
2013-05-03T00:00:00Z,31340,2013,Fri,May,18,0,57,10198,290,0,0,130,12.1,4.7,17.2
2013-05-04T00:00:00Z,19156,2013,Sat,May,18,4,65,10175,197,10,0,59,12.5,7.7,18.7
2013-05-05T00:00:00Z,24342,2013,Sun,May,18,6,69,10219,139,0,0,24,12.7,6.7,22
2013-05-06T00:00:00Z,29015,2013,Mon,May,19,3,60,10200,284,0,0,122,16.4,10.8,22.6
2013-05-07T00:00:00Z,30707,2013,Tue,May,19,0,55,10161,290,6,0,126,15.9,9.1,17.9
2013-05-08T00:00:00Z,26032,2013,Wed,May,19,6,75,10072,112,2,0,11,15,12,14.9
2013-05-09T00:00:00Z,24250,2013,Thu,May,19,4,72,10083,216,8,0,69,10.9,6.9,18.3
2013-05-10T00:00:00Z,26399,2013,Fri,May,19,7,73,10105,75,18,0,0,14,9.6,14.1
2013-05-11T00:00:00Z,16627,2013,Sat,May,19,6,76,10109,142,24,0,24,10.5,6.8,15.4
2013-05-12T00:00:00Z,15918,2013,Sun,May,19,5,78,10147,219,4,0,69,10.2,5,15.8
2013-05-13T00:00:00Z,24836,2013,Mon,May,20,5,66,10117,210,0,0,63,13.2,10.5,12.3
2013-05-14T00:00:00Z,18054,2013,Tue,May,20,8,80,10026,125,76,0,15,9.8,7.3,14.4
2013-05-15T00:00:00Z,24015,2013,Wed,May,20,6,72,9945,121,6,0,13,10.3,6.1,16.9
2013-05-16T00:00:00Z,26070,2013,Thu,May,20,2,70,9998,246,2,0,86,10.2,3.4,12.6
2013-05-17T00:00:00Z,24932,2013,Fri,May,20,6,76,10064,106,0,0,7,9.7,6.7,16
2013-05-18T00:00:00Z,22272,2013,Sat,May,20,6,67,10082,131,0,0,17,12.4,8.8,18.8
2013-05-19T00:00:00Z,23994,2013,Sun,May,20,3,67,10114,162,2,0,32,13.7,8.6,17.3
2013-05-20T00:00:00Z,25914,2013,Mon,May,21,7,83,10117,79,0,0,0,14.1,10.9,15.3
2013-05-21T00:00:00Z,27649,2013,Tue,May,21,7,76,10161,118,4,0,11,13.9,12.4,15
2013-05-22T00:00:00Z,26967,2013,Wed,May,21,6,68,10187,135,0,0,18,12.4,9.7,11.7
2013-05-23T00:00:00Z,24701,2013,Thu,May,21,5,63,10137,211,6,0,59,8.7,5.7,9.9
2013-05-24T00:00:00Z,12891,2013,Fri,May,21,7,81,10097,92,48,0,2,7.7,5.5,16.2
2013-05-25T00:00:00Z,21087,2013,Sat,May,21,3,63,10207,276,0,0,103,10.8,5.3,19.8
2013-05-26T00:00:00Z,27251,2013,Sun,May,21,1,52,10184,328,0,0,143,12.9,6,18.2
2013-05-27T00:00:00Z,25819,2013,Mon,May,22,2,55,10086,310,40,0,128,12.1,6,12
2013-05-28T00:00:00Z,14556,2013,Tue,May,22,8,84,10005,81,122,0,0,10.8,9.6,13.2
2013-05-29T00:00:00Z,21440,2013,Wed,May,22,7,86,10048,121,40,0,11,10.4,7.5,15.2
2013-05-30T00:00:00Z,22150,2013,Thu,May,22,8,84,10110,89,0,0,1,12.8,10.4,21.9
2013-05-31T00:00:00Z,29136,2013,Fri,May,22,6,68,10183,205,0,0,53,16.7,11.4,18.8
2013-06-01T00:00:00Z,24782,2013,Sat,Jun,22,4,59,10234,246,0,0,79,14.4,10,18.7
2013-06-02T00:00:00Z,27202,2013,Sun,Jun,22,2,57,10289,297,0,0,116,13.5,8.2,19.3
2013-06-03T00:00:00Z,29940,2013,Mon,Jun,23,1,59,10314,318,0,0,132,14,8.7,21.2
2013-06-04T00:00:00Z,32397,2013,Tue,Jun,23,0,56,10268,329,0,0,141,14.3,7.4,21.5
2013-06-05T00:00:00Z,32488,2013,Wed,Jun,23,3,66,10215,265,0,0,91,15,8.5,22.9
2013-06-06T00:00:00Z,32829,2013,Thu,Jun,23,2,62,10216,320,4,0,133,15.7,8.5,20.6
2013-06-07T00:00:00Z,28762,2013,Fri,Jun,23,5,62,10231,196,6,0,46,15.1,9.6,18.6
2013-06-08T00:00:00Z,27264,2013,Sat,Jun,23,4,65,10214,297,0,0,114,13.8,8.9,15.3
2013-06-09T00:00:00Z,19429,2013,Sun,Jun,23,8,66,10167,98,0,0,3,12.9,10.5,16.1
2013-06-10T00:00:00Z,27336,2013,Mon,Jun,24,8,63,10157,89,0,0,1,13.3,10.5,18.1
2013-06-11T00:00:00Z,26601,2013,Tue,Jun,24,6,80,10136,109,0,0,6,13.3,8.5,17.8
2013-06-12T00:00:00Z,24401,2013,Wed,Jun,24,8,84,10111,99,22,0,3,15.8,13.7,19.3
2013-06-13T00:00:00Z,26388,2013,Thu,Jun,24,7,73,10114,135,0,0,15,16.2,13,19.7
2013-06-14T00:00:00Z,28797,2013,Fri,Jun,24,5,67,10157,206,10,0,51,14.4,9.1,18.3
2013-06-15T00:00:00Z,16020,2013,Sat,Jun,24,6,72,10087,226,30,0,63,14.5,10.7,18.2
2013-06-16T00:00:00Z,19970,2013,Sun,Jun,24,6,67,10138,158,2,0,25,14.9,11.5,21.3
2013-06-17T00:00:00Z,28611,2013,Mon,Jun,25,5,61,10140,95,0,0,2,17,12.7,21
2013-06-18T00:00:00Z,30871,2013,Tue,Jun,25,5,74,10144,172,0,0,32,17.3,13.5,26.1
2013-06-19T00:00:00Z,31899,2013,Wed,Jun,25,5,71,10147,203,0,0,49,20.7,15.3,21.3
2013-06-20T00:00:00Z,29959,2013,Thu,Jun,25,6,77,10118,147,0,0,20,19,16.6,23.7
2013-06-21T00:00:00Z,28844,2013,Fri,Jun,25,6,77,10101,174,16,0,33,18.8,13.9,19.4
2013-06-22T00:00:00Z,19483,2013,Sat,Jun,25,7,79,10067,125,2,0,11,15.6,11.8,18.6
2013-06-23T00:00:00Z,19006,2013,Sun,Jun,25,7,73,10099,145,2,0,19,15.7,12.7,17.7
2013-06-24T00:00:00Z,27636,2013,Mon,Jun,26,7,62,10224,103,0,0,4,13.9,10,21.1
2013-06-25T00:00:00Z,31889,2013,Tue,Jun,26,5,55,10289,250,0,0,79,16,10.8,22.5
2013-06-26T00:00:00Z,31156,2013,Wed,Jun,26,5,60,10300,213,0,0,55,16.4,10.2,20.7
2013-06-27T00:00:00Z,27306,2013,Thu,Jun,26,5,68,10264,204,14,0,50,16.3,11.9,21.5
2013-06-28T00:00:00Z,22074,2013,Fri,Jun,26,7,86,10198,81,8,0,0,16.8,12.1,22.2
2013-06-29T00:00:00Z,29054,2013,Sat,Jun,26,4,58,10228,266,0,0,91,17.7,13.2,27.2
2013-06-30T00:00:00Z,31237,2013,Sun,Jun,26,2,66,10216,293,0,0,111,20.7,14.1,21.3
2013-07-01T00:00:00Z,31151,2013,Mon,Jul,27,3,60,10170,253,0,0,82,17.4,13.4,17.9
2013-07-02T00:00:00Z,30163,2013,Tue,Jul,27,5,72,10111,80,12,0,0,14.8,11.6,21.5
2013-07-03T00:00:00Z,30780,2013,Wed,Jul,27,7,76,10089,94,0,0,2,17.9,14.3,24.9
2013-07-04T00:00:00Z,32941,2013,Thu,Jul,27,4,71,10197,194,0,0,45,18.7,12.5,26.3
2013-07-05T00:00:00Z,34704,2013,Fri,Jul,27,0,63,10286,302,0,0,119,19.2,12,28.1
2013-07-06T00:00:00Z,34191,2013,Sat,Jul,27,0,57,10294,323,0,0,136,21.1,14,29.5
2013-07-07T00:00:00Z,31363,2013,Sun,Jul,27,0,58,10316,325,0,0,138,23,16.5,27.7
2013-07-08T00:00:00Z,34263,2013,Mon,Jul,28,0,57,10326,323,0,0,137,21.6,15.5,27.2
2013-07-09T00:00:00Z,35519,2013,Tue,Jul,28,0,48,10282,333,0,0,145,19.9,12.5,24.6
2013-07-10T00:00:00Z,33629,2013,Wed,Jul,28,1,60,10256,311,0,0,128,19.1,13.6,23.4
2013-07-11T00:00:00Z,33792,2013,Thu,Jul,28,3,58,10255,307,0,0,125,17.6,11.8,25.9
2013-07-12T00:00:00Z,33173,2013,Fri,Jul,28,2,63,10251,248,0,0,81,19.1,12.3,31.4
2013-07-13T00:00:00Z,33509,2013,Sat,Jul,28,1,61,10239,301,0,0,121,22.9,14.3,29.8
2013-07-14T00:00:00Z,32169,2013,Sun,Jul,28,1,56,10236,290,0,0,113,23.8,17.8,30.9
2013-07-15T00:00:00Z,34419,2013,Mon,Jul,29,0,39,10231,306,0,0,126,24.4,17.8,31
2013-07-16T00:00:00Z,35580,2013,Tue,Jul,29,1,49,10228,261,0,0,92,24.1,17.2,31.9
2013-07-17T00:00:00Z,35203,2013,Wed,Jul,29,1,49,10238,248,0,0,83,25,18,29.5
2013-07-18T00:00:00Z,35330,2013,Thu,Jul,29,0,52,10261,320,0,0,139,24,18.4,29.3
2013-07-19T00:00:00Z,35196,2013,Fri,Jul,29,0,51,10251,324,0,0,143,22.6,15.9,24.6
2013-07-20T00:00:00Z,28332,2013,Sat,Jul,29,5,68,10233,159,0,0,29,20.6,16.5,27.5
2013-07-21T00:00:00Z,30075,2013,Sun,Jul,29,4,66,10195,234,6,0,75,22.2,16.9,33.5
2013-07-22T00:00:00Z,33176,2013,Mon,Jul,30,1,60,10158,279,2,0,109,25.4,17.2,29.6
2013-07-23T00:00:00Z,31624,2013,Tue,Jul,30,3,65,10133,193,4,0,49,25.2,20.7,27.7
2013-07-24T00:00:00Z,34038,2013,Wed,Jul,30,1,65,10143,247,86,0,86,21.5,15.3,26.9
2013-07-25T00:00:00Z,33683,2013,Thu,Jul,30,4,72,10128,217,0,0,65,21.6,16.3,26.8
2013-07-26T00:00:00Z,34681,2013,Fri,Jul,30,3,60,10124,236,0,0,79,20.4,13.9,28.9
2013-07-27T00:00:00Z,25761,2013,Sat,Jul,30,3,67,10065,205,60,0,58,21.8,14.7,24.9
2013-07-28T00:00:00Z,28177,2013,Sun,Jul,30,4,71,10068,233,28,0,78,19.8,14.7,24.7
2013-07-29T00:00:00Z,30415,2013,Mon,Jul,31,4,74,10115,199,28,0,55,20.3,15.8,22.3
2013-07-30T00:00:00Z,22742,2013,Tue,Jul,31,3,84,10135,157,26,0,31,18.8,15.2,26.9
2013-07-31T00:00:00Z,28976,2013,Wed,Jul,31,6,77,10153,119,0,0,13,21.4,15.9,34.1
2013-08-01T00:00:00Z,34770,2013,Thu,Aug,31,1,61,10092,299,0,0,133,25.3,16.5,26.4
2013-08-02T00:00:00Z,29109,2013,Fri,Aug,31,3,69,10088,188,32,0,50,21.8,17.2,24.7
2013-08-03T00:00:00Z,34928,2013,Sat,Aug,31,1,69,10152,254,0,0,98,20,15.2,24.5
2013-08-04T00:00:00Z,32580,2013,Sun,Aug,31,2,68,10189,203,0,0,61,19.4,14.3,23.8
2013-08-05T00:00:00Z,23864,2013,Mon,Aug,32,2,77,10121,132,120,0,20,20.3,16.7,22.7
2013-08-06T00:00:00Z,33631,2013,Tue,Aug,32,1,66,10158,242,0,0,91,17.3,11.9,23.1
2013-08-07T00:00:00Z,33084,2013,Wed,Aug,32,1,59,10145,217,0,0,73,18.9,14.7,25.5
2013-08-08T00:00:00Z,33737,2013,Thu,Aug,32,1,58,10193,245,6,0,95,18.9,12.2,24.9
2013-08-09T00:00:00Z,28206,2013,Fri,Aug,32,5,65,10190,177,0,0,47,20.2,15.5,23
2013-08-10T00:00:00Z,28830,2013,Sat,Aug,32,5,54,10220,144,0,0,28,18.1,13.2,24
2013-08-11T00:00:00Z,29530,2013,Sun,Aug,32,3,59,10181,234,0,0,89,20.2,16.4,22.8
2013-08-12T00:00:00Z,30425,2013,Mon,Aug,33,2,59,10171,168,0,0,43,18.2,13.6,21.5
2013-08-13T00:00:00Z,30933,2013,Tue,Aug,33,1,69,10219,167,4,0,43,15.9,10.3,23.4
2013-08-14T00:00:00Z,31412,2013,Wed,Aug,33,3,77,10228,187,10,0,57,17.3,11.2,24.2
2013-08-15T00:00:00Z,30865,2013,Thu,Aug,33,3,79,10185,127,12,0,21,20.2,16.1,23.6
2013-08-16T00:00:00Z,25555,2013,Fri,Aug,33,3,83,10150,132,8,0,24,20.2,16.8,20.9
2013-08-17T00:00:00Z,23931,2013,Sat,Aug,33,3,80,10123,133,0,0,25,17.4,13.9,23.9
2013-08-18T00:00:00Z,26910,2013,Sun,Aug,33,2,68,10097,161,0,0,42,19.9,15.8,23.5
2013-08-19T00:00:00Z,31183,2013,Mon,Aug,34,1,60,10201,224,0,0,89,17.6,11.7,24.9
2013-08-20T00:00:00Z,33578,2013,Tue,Aug,34,0,59,10274,243,0,0,106,18.4,11.8,27.5
2013-08-21T00:00:00Z,33214,2013,Wed,Aug,34,0,60,10237,249,28,0,113,20.1,12.7,23.9
2013-08-22T00:00:00Z,22363,2013,Thu,Aug,34,2,85,10197,92,0,0,8,20.2,16.4,27.7
2013-08-23T00:00:00Z,30665,2013,Fri,Aug,34,0,69,10145,184,6,0,62,21.7,15.7,18.7
2013-08-24T00:00:00Z,7341,2013,Sat,Aug,34,6,87,10110,61,98,0,0,18,17.2,24.7
2013-08-25T00:00:00Z,21638,2013,Sun,Aug,34,5,77,10133,164,2,0,49,18.8,12.9,25.9
2013-08-26T00:00:00Z,27802,2013,Mon,Aug,35,3,66,10184,193,0,0,72,20.4,14.9,23.6
2013-08-27T00:00:00Z,29563,2013,Tue,Aug,35,2,65,10187,208,0,0,85,17.8,11.9,24.7
2013-08-28T00:00:00Z,32024,2013,Wed,Aug,35,1,62,10223,215,0,0,92,18.5,12.2,24.7
2013-08-29T00:00:00Z,31639,2013,Thu,Aug,35,1,67,10218,200,0,0,81,19.5,14.2,25.4
2013-08-30T00:00:00Z,31127,2013,Fri,Aug,35,2,71,10197,200,0,0,82,20.3,15.1,21.4
2013-08-31T00:00:00Z,29718,2013,Sat,Aug,35,1,57,10256,228,0,0,108,17.6,13.8,22.3
2013-09-01T00:00:00Z,23856,2013,Sun,Sep,35,0,61,10295,156,0,0,54,15.8,9.2,26.2
2013-09-02T00:00:00Z,31292,2013,Mon,Sep,36,0,67,10271,233,0,0,126,18.8,11.4,26
2013-09-03T00:00:00Z,31600,2013,Tue,Sep,36,2,71,10270,137,0,0,42,20.1,14.2,28.5
2013-09-04T00:00:00Z,33406,2013,Wed,Sep,36,0,65,10207,229,0,0,125,21.1,13.7,29.5
2013-09-05T00:00:00Z,33574,2013,Thu,Sep,36,2,65,10111,218,0,0,116,22,14.4,18.1
2013-09-06T00:00:00Z,20930,2013,Fri,Sep,36,5,76,10086,114,12,0,28,16.2,14.2,19.5
2013-09-07T00:00:00Z,21279,2013,Sat,Sep,36,2,69,10140,156,2,0,61,15.2,10.9,18.5
2013-09-08T00:00:00Z,18046,2013,Sun,Sep,36,2,79,10180,145,32,0,53,13.3,8,14.1
2013-09-09T00:00:00Z,17943,2013,Mon,Sep,37,4,90,10166,58,32,0,1,11.6,9,17.2
2013-09-10T00:00:00Z,24558,2013,Tue,Sep,37,2,73,10204,127,0,0,40,13.1,9,17.4
2013-09-11T00:00:00Z,23386,2013,Wed,Sep,37,6,75,10212,75,26,0,8,14.7,11.9,20.5
2013-09-12T00:00:00Z,24246,2013,Thu,Sep,37,6,86,10193,74,18,0,8,16.5,12.5,19.6
2013-09-13T00:00:00Z,15392,2013,Fri,Sep,37,7,94,10168,55,298,0,1,16.9,14.2,14.2
2013-09-14T00:00:00Z,12977,2013,Sat,Sep,37,6,85,10161,49,2,0,0,11.7,9.2,16.2
2013-09-15T00:00:00Z,4826,2013,Sun,Sep,37,3,84,10097,114,18,0,35,11.4,6.6,15.2
2013-09-16T00:00:00Z,21892,2013,Mon,Sep,38,0,64,10031,177,2,0,94,11.6,7.9,14.8
2013-09-17T00:00:00Z,18428,2013,Tue,Sep,38,4,83,10000,64,46,0,5,11.4,8,16.3
2013-09-18T00:00:00Z,25319,2013,Wed,Sep,38,4,74,10043,118,0,0,41,13.5,10.7,17.5
2013-09-19T00:00:00Z,18746,2013,Thu,Sep,38,2,83,10104,74,2,0,11,12.3,7,19.2
2013-09-20T00:00:00Z,26196,2013,Fri,Sep,38,4,71,10183,141,0,0,64,14,8.7,18.9
2013-09-21T00:00:00Z,21988,2013,Sat,Sep,38,4,84,10245,44,0,0,0,14.4,9.8,19.8
2013-09-22T00:00:00Z,22683,2013,Sun,Sep,38,6,88,10279,44,0,0,0,17.2,14.5,18.6
2013-09-23T00:00:00Z,26625,2013,Mon,Sep,39,4,88,10247,72,2,0,12,15.8,12.9,22.2
2013-09-24T00:00:00Z,28666,2013,Tue,Sep,39,5,86,10164,132,0,0,61,16.1,10,21.9
2013-09-25T00:00:00Z,28183,2013,Wed,Sep,39,7,81,10118,87,0,0,23,17.2,12.5,20.2
2013-09-26T00:00:00Z,28857,2013,Thu,Sep,39,7,74,10166,100,0,0,34,17.1,14,18.7
2013-09-27T00:00:00Z,27371,2013,Fri,Sep,39,5,76,10161,136,0,0,70,14.6,10.4,20.2
2013-09-28T00:00:00Z,21716,2013,Sat,Sep,39,6,76,10095,59,4,0,7,16,11.8,19.1
2013-09-29T00:00:00Z,20654,2013,Sun,Sep,39,6,74,10069,108,0,0,45,16.5,13.8,19.1
2013-09-30T00:00:00Z,27089,2013,Mon,Sep,40,5,74,10068,83,0,0,24,16.4,13.7,17.5
2013-10-01T00:00:00Z,27711,2013,Tue,Oct,40,6,78,10089,39,0,0,0,14.6,11.7,22
2013-10-02T00:00:00Z,26467,2013,Wed,Oct,40,7,82,10105,77,0,0,21,18,14,19.2
2013-10-03T00:00:00Z,25153,2013,Thu,Oct,40,6,92,10085,59,16,0,9,16.3,13.3,22
2013-10-04T00:00:00Z,26522,2013,Fri,Oct,40,6,83,10092,96,0,0,39,19,16,19.4
2013-10-05T00:00:00Z,22996,2013,Sat,Oct,40,6,81,10202,57,2,0,9,16,12.6,19.8
2013-10-06T00:00:00Z,25143,2013,Sun,Oct,40,4,78,10257,142,0,0,95,14.2,8.6,20.3
2013-10-07T00:00:00Z,26680,2013,Mon,Oct,41,7,83,10255,96,0,0,43,15.1,9.9,21
2013-10-08T00:00:00Z,27598,2013,Tue,Oct,41,6,83,10248,100,0,0,49,16.8,12.6,17.8
2013-10-09T00:00:00Z,26433,2013,Wed,Oct,41,6,74,10199,60,0,0,13,15.5,13.2,12.1
2013-10-10T00:00:00Z,23497,2013,Thu,Oct,41,4,64,10189,82,12,0,33,9.6,7,13.6
2013-10-11T00:00:00Z,15640,2013,Fri,Oct,41,4,82,10178,72,50,0,24,10.9,8.2,14.1
2013-10-12T00:00:00Z,17068,2013,Sat,Oct,41,7,77,10182,77,22,0,30,11.7,9.2,11.4
2013-10-13T00:00:00Z,7068,2013,Sun,Oct,41,6,92,10107,32,90,0,0,10.5,9.6,11.8
2013-10-14T00:00:00Z,18979,2013,Mon,Oct,42,7,89,10074,38,24,0,2,10.3,8.7,13.9
2013-10-15T00:00:00Z,24657,2013,Tue,Oct,42,5,86,10108,78,2,0,34,10.9,7.9,15.9
2013-10-16T00:00:00Z,20562,2013,Wed,Oct,42,5,89,10102,60,48,0,18,10.7,5.4,18.7
2013-10-17T00:00:00Z,25170,2013,Thu,Oct,42,4,80,10136,101,0,0,64,13.9,9,17.9
2013-10-18T00:00:00Z,24880,2013,Fri,Oct,42,5,88,10137,36,10,0,2,14.3,10.6,18.5
2013-10-19T00:00:00Z,17430,2013,Sat,Oct,42,5,89,10054,41,56,0,5,15.6,12.6,17.4
2013-10-20T00:00:00Z,11396,2013,Sun,Oct,42,6,88,10053,71,70,0,33,14.9,12.4,18.2
2013-10-21T00:00:00Z,21385,2013,Mon,Oct,43,7,85,10057,28,12,0,0,15.2,12.2,18.4
2013-10-22T00:00:00Z,22316,2013,Tue,Oct,43,7,86,9971,27,68,0,0,16.9,15.3,17.8
2013-10-23T00:00:00Z,24178,2013,Wed,Oct,43,4,78,9993,85,0,0,54,15.6,13.4,17.7
2013-10-24T00:00:00Z,26399,2013,Thu,Oct,43,4,84,10133,97,18,0,73,12.1,6.4,18.8
2013-10-25T00:00:00Z,23677,2013,Fri,Oct,43,6,84,10050,54,2,0,20,15.4,11.9,17.7
2013-10-26T00:00:00Z,16986,2013,Sat,Oct,43,4,83,10042,44,40,0,11,16.1,14.4,16.9
2013-10-27T00:00:00Z,15652,2013,Sun,Oct,43,5,79,9965,77,235,0,49,14,11,15.2
2013-10-28T00:00:00Z,14577,2013,Mon,Oct,44,6,80,9925,68,25,0,39,13.3,11.3,13.1
2013-10-29T00:00:00Z,23126,2013,Tue,Oct,44,1,75,10106,85,0,0,65,10.3,7.5,14.5
2013-10-30T00:00:00Z,24753,2013,Wed,Oct,44,3,80,10201,82,10,0,62,9,3.5,13.3
2013-10-31T00:00:00Z,20055,2013,Thu,Oct,44,7,87,10165,23,2,0,0,10.7,8.1,15
2013-11-01T00:00:00Z,20597,2013,Fri,Nov,44,7,87,10089,23,6,0,0,13.2,11.4,15.8
2013-11-02T00:00:00Z,15347,2013,Sat,Nov,44,5,80,9986,62,0,0,37,13,10.2,12.6
2013-11-03T00:00:00Z,13063,2013,Sun,Nov,44,3,73,9987,78,150,0,63,10,7.4,10.8
2013-11-04T00:00:00Z,20369,2013,Mon,Nov,45,3,79,9919,83,50,0,74,8.4,5.9,13
2013-11-05T00:00:00Z,19326,2013,Tue,Nov,45,7,81,9948,36,20,0,10,8.6,4.2,15.7
2013-11-06T00:00:00Z,18431,2013,Wed,Nov,45,8,87,9995,21,32,0,0,12.5,9.3,11.2
2013-11-07T00:00:00Z,22527,2013,Thu,Nov,45,5,80,10064,31,0,0,6,10.2,9.2,11.4
